pid;pc_block_1;pc_block_2;pc_block_3;mobile_block;story_1_part_1;story_1_part_2;story_1_part_3;story_1_part_4;story_1_part_5;story_1_part_6;story_1_part_7;story_1_part_8;story_1_part_9;story_1_part_10;story_2_part_1;story_2_part_2;story_2_part_3;story_2_part_4;story_2_part_5;story_2_part_6;story_2_part_7;story_2_part_8;story_2_part_9;story_2_part_10;story_3_part_1;story_3_part_2;story_3_part_3;story_3_part_4;story_3_part_5;story_3_part_6;story_3_part_7;story_3_part_8;story_3_part_9;story_3_part_10;story_4_part_1;story_4_part_2;story_4_part_3;story_4_part_4;story_4_part_5;story_4_part_6;story_4_part_7;story_4_part_8;story_4_part_9;story_4_part_10;story_1_part_1_question_type;story_1_part_1_question_text;story_1_part_2_question_type;story_1_part_2_question_text;story_1_part_3_question_type;story_1_part_3_question_text;story_1_part_4_question_type;story_1_part_4_question_text;story_1_part_5_question_type;story_1_part_5_question_text;story_1_part_6_question_type;story_1_part_6_question_text;story_1_part_7_question_type;story_1_part_7_question_text;story_1_part_8_question_type;story_1_part_8_question_text;story_1_part_9_question_type;story_1_part_9_question_text;story_1_part_10_question_type;story_1_part_10_question_text;story_2_part_1_question_type;story_2_part_1_question_text;story_2_part_2_question_type;story_2_part_2_question_text;story_2_part_3_question_type;story_2_part_3_question_text;story_2_part_4_question_type;story_2_part_4_question_text;story_2_part_5_question_type;story_2_part_5_question_text;story_2_part_6_question_type;story_2_part_6_question_text;story_2_part_7_question_type;story_2_part_7_question_text;story_2_part_8_question_type;story_2_part_8_question_text;story_2_part_9_question_type;story_2_part_9_question_text;story_2_part_10_question_type;story_2_part_10_question_text;story_3_part_1_question_type;story_3_part_1_question_text;story_3_part_2_question_type;story_3_part_2_question_text;story_3_part_3_question_type;story_3_part_3_question_text;story_3_part_4_question_type;story_3_part_4_question_text;story_3_part_5_question_type;story_3_part_5_question_text;story_3_part_6_question_type;story_3_part_6_question_text;story_3_part_7_question_type;story_3_part_7_question_text;story_3_part_8_question_type;story_3_part_8_question_text;story_3_part_9_question_type;story_3_part_9_question_text;story_3_part_10_question_type;story_3_part_10_question_text;story_4_part_1_question_type;story_4_part_1_question_text;story_4_part_2_question_type;story_4_part_2_question_text;story_4_part_3_question_type;story_4_part_3_question_text;story_4_part_4_question_type;story_4_part_4_question_text;story_4_part_5_question_type;story_4_part_5_question_text;story_4_part_6_question_type;story_4_part_6_question_text;story_4_part_7_question_type;story_4_part_7_question_text;story_4_part_8_question_type;story_4_part_8_question_text;story_4_part_9_question_type;story_4_part_9_question_text;story_4_part_10_question_type;story_4_part_10_question_text
ZARC;4;1;3;2;4;4;2;2;1;1;3;3;1;1;4;4;3;3;2;2;1;1;3;3;2;2;3;3;4;4;1;1;2;2;1;1;4;4;3;3;2;2;4;4;acoustic;Was denkt er über den Namen?;visual;Welche Farbe hat die Schrift des Vegetarisch-Logos?;visual;Worauf deutet die Person? / Was zeigt das Bild?;visual;Welches Gericht zeigt das Bild?;acoustic;Nach welcher speziellen Diät wird gefragt?;acoustic;Welche Sauce wird genannt?;visual;Welche Farbe hat sein Uhrenarmband?;visual;Wann öffnet das Restaurant?;acoustic;Wie kommt er an das Essen?;visual;Welche Farbe hat seine Kreditkarte?;visual;An welchem Wochentag ist die Person wieder zurückgekehrt?;visual;An welchem Tag des Monats begann die Reise?;visual;Zu welcher Tageszeit wurde das Foto aufgenommen?;visual;Was wurde ihm in der Lobby angeboten?;acoustic;Wo wollte er immer schon einmal hin?;visual;Was zeigt er?;visual;Was hält er ins Bild?;visual;Was hat er gerade mit dem Reiseführer gemacht?;acoustic;Was hat er nach dem ausschlafen gemacht?;acoustic;Was würde er sofort weiter empfehlen?;visual;Wie lautet der Projekttitel von dem Logo?;acoustic;Wie lautet die Kernfrage des Projekts?;acoustic;Was wollen die Forschenden zusammentragen?;acoustic;In welcher Phase wollen sie alternative Konzepte entwickeln?;acoustic;Welchen Eindruck hat er?;visual;Was hält er in die Kamera?;acoustic;Um welchen Teil der Bewerbung geht es hier?;acoustic;Wie wirken diejenigen, die zum Gespräch eingeladen werden?;acoustic;Was hat der Kandidat erfunden?;acoustic;Wann kommt die nächste Person für das Bewerbungsinterview?;visual;Was deutet er mit seiner Geste an?;acoustic;Mit welchem Transportmittel ist er verreist?;acoustic;In welchem Umfeld hat seine Reise begonnen?;visual;Welche Farbe hat die Trinkflasche?;visual;Welche Farbe hat die Benzinflasche?;visual;Was deutet er mit seinen Händen an?;acoustic;Wie nennt er Obst mit Haferflocken?;visual;Wie viele Prozent des gezeigten Fotos sind grün?;acoustic;Wie weit ist er am Tag gelaufen?;acoustic;Wie viele andere Menschen waren auch dort?
ZBFM;4;2;1;3;2;2;3;3;1;1;4;4;2;2;4;4;3;3;2;2;1;1;4;4;3;3;1;1;4;4;2;2;3;3;3;3;1;1;2;2;4;4;1;1;acoustic;Was denkt er über den Namen?;acoustic;Wie viele Personen essen vegan?;acoustic;Nach welchen Allergenen hat er sich erkundigt?;acoustic;Welches Gericht schlägt er vor?;acoustic;Nach welcher speziellen Diät wird gefragt?;visual;Welche Frucht wird auf dem Bild gezeigt?;acoustic;Nach welchem Service wird sich erkundigt?;visual;Wann öffnet das Restaurant?;visual;Was ist auf dem Bild zu sehen?;acoustic;Welche Zahlungsoptionen schlägt er vor?;visual;An welchem Wochentag ist die Person wieder zurückgekehrt?;acoustic;An welchem Wochentag ist die Person ins Flugzeug gestiegen?;acoustic;Wo wurde das Hotel entdeckt?;acoustic;Was wurde ihm schon in der Lobby abgenommen?;visual;Welche Farbe hat die Tapete auf dem Foto?;visual;Was zeigt er?;acoustic;Was war neben den Anlagen?;visual;Was hat er gerade mit dem Reiseführer gemacht?;visual;Wo hat er einen Sonnenbrand bekommen?;visual;Was zeigt die Karte?;visual;Wie lautet der Projekttitel von dem Logo?;acoustic;Wie lautet die Kernfrage des Projekts?;acoustic;Was wollen die Forschenden zusammentragen?;acoustic;In welcher Phase wollen sie alternative Konzepte entwickeln?;visual;An welches Körperteil tippt er sich?;visual;Was hält er in die Kamera?;acoustic;Um welchen Teil der Bewerbung geht es hier?;visual;Worauf deutet er?;acoustic;Was hat der Kandidat erfunden?;acoustic;Wann kommt die nächste Person für das Bewerbungsinterview?;visual;Was deutet er mit seiner Geste an?;visual;Welchen Gegenstand hält er ins Bild?;visual;Was hält er in den Händen?;acoustic;Was hat er versucht zu meiden?;visual;Welche Farbe hat die Benzinflasche?;acoustic;Was kostet eine Füllung des Kochers?;visual;Was deutet er mit seiner Geste an?;acoustic;Wie schlimm findet er regen auf der Wanderung?;visual;Welche Farbe hat die Badehose?;visual;Welchen Gegenstand hat er in der Hand?
ZGYH;4;2;3;1;2;2;3;3;1;1;4;4;2;2;4;4;2;2;3;3;1;1;4;4;2;2;1;1;4;4;3;3;1;1;3;3;4;4;1;1;2;2;3;3;visual;Wie heißt das Restaurant?;visual;Welche Farbe hat die Schrift des Vegetarisch-Logos?;visual;Worauf deutet die Person? / Was zeigt das Bild?;acoustic;Welches Gericht schlägt er vor?;visual;In welcher Farbe ist das Tier durchgestrichen?;visual;Welche Frucht wird auf dem Bild gezeigt?;acoustic;Nach welchem Service wird sich erkundigt?;visual;Wann öffnet das Restaurant?;acoustic;Wie kommt er an das Essen?;acoustic;Welche Zahlungsoptionen schlägt er vor?;acoustic;Wie lange ist es her, seit Sie sich zuletzt gesprochen haben?;visual;An welchem Tag des Monats begann die Reise?;acoustic;Wo wurde das Hotel entdeckt?;acoustic;Was wurde ihm schon in der Lobby abgenommen?;visual;Welche Farbe hat die Tapete auf dem Foto?;acoustic;Wovon war er so angetan?;visual;Was hält er ins Bild?;visual;Was hat er gerade mit dem Reiseführer gemacht?;visual;Wo hat er einen Sonnenbrand bekommen?;visual;Was zeigt die Karte?;visual;Wie lautet der Projekttitel von dem Logo?;visual;Was zeigt er mit seinen Händen?;visual;Welche Farbe hat die gezeigte Mappe?;acoustic;In welcher Phase wollen sie alternative Konzepte entwickeln?;acoustic;Welchen Eindruck hat er?;acoustic;Wonach werden Bewerbungen sortiert?;acoustic;Um welchen Teil der Bewerbung geht es hier?;acoustic;Wie wirken diejenigen, die zum Gespräch eingeladen werden?;visual;Was wird in die Kamera gehalten?;visual;Welche Farbe hat das Armband der Armbanduhr?;acoustic;Was konnte er bei seiner Reise vergessen?;acoustic;Mit welchem Transportmittel ist er verreist?;visual;Was hält er in den Händen?;visual;Welche Farbe hat die Trinkflasche?;acoustic;Wie oft muss man den Kocher auftanken?;acoustic;Was kostet eine Füllung des Kochers?;acoustic;Wie nennt er Obst mit Haferflocken?;visual;Wie viele Prozent des gezeigten Fotos sind grün?;acoustic;Wie weit ist er am Tag gelaufen?;acoustic;Wie viele andere Menschen waren auch dort?
ZOBI;4;3;1;2;3;3;2;2;4;4;1;1;3;3;1;1;4;4;2;2;3;3;1;1;4;4;2;2;1;1;3;3;4;4;3;3;4;4;2;2;1;1;2;2;acoustic;Was denkt er über den Namen?;visual;Welche Farbe hat die Schrift des Vegetarisch-Logos?;acoustic;Nach welchen Allergenen hat er sich erkundigt?;acoustic;Welches Gericht schlägt er vor?;acoustic;Nach welcher speziellen Diät wird gefragt?;visual;Welche Frucht wird auf dem Bild gezeigt?;visual;Welche Farbe hat sein Uhrenarmband?;visual;Wann öffnet das Restaurant?;visual;Was ist auf dem Bild zu sehen?;visual;Welche Farbe hat seine Kreditkarte?;acoustic;Wie lange ist es her, seit Sie sich zuletzt gesprochen haben?;visual;An welchem Tag des Monats begann die Reise?;visual;Zu welcher Tageszeit wurde das Foto aufgenommen?;visual;Was wurde ihm in der Lobby angeboten?;acoustic;Wo wollte er immer schon einmal hin?;visual;Was zeigt er?;acoustic;Was war neben den Anlagen?;acoustic;Was hat er aus seinen Ausflugsplänen gemacht?;acoustic;Was hat er nach dem ausschlafen gemacht?;acoustic;Was würde er sofort weiter empfehlen?;acoustic;Was wird für das Forschungsprojekt ausgeschrieben?;acoustic;Wie lautet die Kernfrage des Projekts?;acoustic;Was wollen die Forschenden zusammentragen?;acoustic;In welcher Phase wollen sie alternative Konzepte entwickeln?;visual;An welches Körperteil tippt er sich?;visual;Was hält er in die Kamera?;acoustic;Um welchen Teil der Bewerbung geht es hier?;visual;Worauf deutet er?;visual;Was wird in die Kamera gehalten?;visual;Welche Farbe hat das Armband der Armbanduhr?;visual;Was deutet er mit seiner Geste an?;visual;Welchen Gegenstand hält er ins Bild?;visual;Was hält er in den Händen?;acoustic;Was hat er versucht zu meiden?;acoustic;Wie oft muss man den Kocher auftanken?;acoustic;Was kostet eine Füllung des Kochers?;visual;Was deutet er mit seiner Geste an?;acoustic;Wie schlimm findet er regen auf der Wanderung?;acoustic;Wie weit ist er am Tag gelaufen?;visual;Welchen Gegenstand hat er in der Hand?
ZTIQ;4;3;2;1;4;4;2;2;1;1;3;3;1;1;2;2;1;1;3;3;4;4;3;3;4;4;2;2;1;1;3;3;4;4;2;2;1;1;4;4;3;3;2;2;acoustic;Was denkt er über den Namen?;acoustic;Wie viele Personen essen vegan?;visual;Worauf deutet die Person? / Was zeigt das Bild?;visual;Welches Gericht zeigt das Bild?;visual;In welcher Farbe ist das Tier durchgestrichen?;visual;Welche Frucht wird auf dem Bild gezeigt?;acoustic;Nach welchem Service wird sich erkundigt?;acoustic;Wann beginnt der Lieferant seine Schicht?;visual;Was ist auf dem Bild zu sehen?;visual;Welche Farbe hat seine Kreditkarte?;visual;An welchem Wochentag ist die Person wieder zurückgekehrt?;acoustic;An welchem Wochentag ist die Person ins Flugzeug gestiegen?;visual;Zu welcher Tageszeit wurde das Foto aufgenommen?;visual;Was wurde ihm in der Lobby angeboten?;acoustic;Wo wollte er immer schon einmal hin?;acoustic;Wovon war er so angetan?;acoustic;Was war neben den Anlagen?;visual;Was hat er gerade mit dem Reiseführer gemacht?;visual;Wo hat er einen Sonnenbrand bekommen?;visual;Was zeigt die Karte?;acoustic;Was wird für das Forschungsprojekt ausgeschrieben?;acoustic;Wie lautet die Kernfrage des Projekts?;visual;Welche Farbe hat die gezeigte Mappe?;visual;Welche Farbe wird auf dem Handy angezeigt?;acoustic;Welchen Eindruck hat er?;acoustic;Wonach werden Bewerbungen sortiert?;acoustic;Um welchen Teil der Bewerbung geht es hier?;visual;Worauf deutet er?;visual;Was wird in die Kamera gehalten?;acoustic;Wann kommt die nächste Person für das Bewerbungsinterview?;visual;Was deutet er mit seiner Geste an?;visual;Welchen Gegenstand hält er ins Bild?;acoustic;In welchem Umfeld hat seine Reise begonnen?;acoustic;Was hat er versucht zu meiden?;acoustic;Wie oft muss man den Kocher auftanken?;visual;Was deutet er mit seinen Händen an?;acoustic;Wie nennt er Obst mit Haferflocken?;acoustic;Wie schlimm findet er regen auf der Wanderung?;acoustic;Wie weit ist er am Tag gelaufen?;visual;Welchen Gegenstand hat er in der Hand?
#S1A;;;;1;2;2;1;1;3;3;4;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;acoustic;Was denkt er über den Namen?;acoustic;Wie viele Personen essen vegan?;acoustic;Nach welchen Allergenen hat er sich erkundigt?;visual;Welches Gericht zeigt das Bild?;visual;In welcher Farbe ist das Tier durchgestrichen?;visual;Welche Frucht wird auf dem Bild gezeigt?;acoustic;Nach welchem Service wird sich erkundigt?;acoustic;Wann beginnt der Lieferant seine Schicht?;acoustic;Wie kommt er an das Essen?;acoustic;Welche Zahlungsoptionen schlägt er vor?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#S1B;;;;1;3;3;2;2;4;4;1;1;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;acoustic;Was denkt er über den Namen?;acoustic;Wie viele Personen essen vegan?;visual;Worauf deutet die Person? / Was zeigt das Bild?;visual;Welches Gericht zeigt das Bild?;visual;In welcher Farbe ist das Tier durchgestrichen?;visual;Welche Frucht wird auf dem Bild gezeigt?;acoustic;Nach welchem Service wird sich erkundigt?;acoustic;Wann beginnt der Lieferant seine Schicht?;visual;Was ist auf dem Bild zu sehen?;acoustic;Welche Zahlungsoptionen schlägt er vor?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#S1C;;;;1;1;1;3;3;4;4;2;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;acoustic;Was denkt er über den Namen?;visual;Welche Farbe hat die Schrift des Vegetarisch-Logos?;visual;Worauf deutet die Person? / Was zeigt das Bild?;visual;Welches Gericht zeigt das Bild?;visual;In welcher Farbe ist das Tier durchgestrichen?;visual;Welche Frucht wird auf dem Bild gezeigt?;acoustic;Nach welchem Service wird sich erkundigt?;acoustic;Wann beginnt der Lieferant seine Schicht?;visual;Was ist auf dem Bild zu sehen?;visual;Welche Farbe hat seine Kreditkarte?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#S1D;;;;1;3;3;1;1;4;4;2;2;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;visual;Wie heißt das Restaurant?;acoustic;Wie viele Personen essen vegan?;acoustic;Nach welchen Allergenen hat er sich erkundigt?;visual;Welches Gericht zeigt das Bild?;acoustic;Nach welcher speziellen Diät wird gefragt?;acoustic;Welche Sauce wird genannt?;acoustic;Nach welchem Service wird sich erkundigt?;visual;Wann öffnet das Restaurant?;visual;Was ist auf dem Bild zu sehen?;visual;Welche Farbe hat seine Kreditkarte?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#S1E;;;;1;3;3;4;4;1;1;2;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;visual;Wie heißt das Restaurant?;acoustic;Wie viele Personen essen vegan?;visual;Worauf deutet die Person? / Was zeigt das Bild?;acoustic;Welches Gericht schlägt er vor?;acoustic;Nach welcher speziellen Diät wird gefragt?;visual;Welche Frucht wird auf dem Bild gezeigt?;visual;Welche Farbe hat sein Uhrenarmband?;visual;Wann öffnet das Restaurant?;acoustic;Wie kommt er an das Essen?;acoustic;Welche Zahlungsoptionen schlägt er vor?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#S2A;;;;2;;;;;;;;;;;2;2;1;1;4;4;3;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;visual;An welchem Wochentag ist die Person wieder zurückgekehrt?;acoustic;An welchem Wochentag ist die Person ins Flugzeug gestiegen?;acoustic;Wo wurde das Hotel entdeckt?;acoustic;Was wurde ihm schon in der Lobby abgenommen?;acoustic;Wo wollte er immer schon einmal hin?;acoustic;Wovon war er so angetan?;visual;Was hält er ins Bild?;acoustic;Was hat er aus seinen Ausflugsplänen gemacht?;acoustic;Was hat er nach dem ausschlafen gemacht?;visual;Was zeigt die Karte?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#S2B;;;;2;;;;;;;;;;;4;4;1;1;2;2;3;3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;visual;An welchem Wochentag ist die Person wieder zurückgekehrt?;visual;An welchem Tag des Monats begann die Reise?;visual;Zu welcher Tageszeit wurde das Foto aufgenommen?;acoustic;Was wurde ihm schon in der Lobby abgenommen?;visual;Welche Farbe hat die Tapete auf dem Foto?;acoustic;Wovon war er so angetan?;acoustic;Was war neben den Anlagen?;acoustic;Was hat er aus seinen Ausflugsplänen gemacht?;visual;Wo hat er einen Sonnenbrand bekommen?;visual;Was zeigt die Karte?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#S2C;;;;2;;;;;;;;;;;2;2;4;4;1;1;3;3;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;visual;An welchem Wochentag ist die Person wieder zurückgekehrt?;acoustic;An welchem Wochentag ist die Person ins Flugzeug gestiegen?;acoustic;Wo wurde das Hotel entdeckt?;acoustic;Was wurde ihm schon in der Lobby abgenommen?;visual;Welche Farbe hat die Tapete auf dem Foto?;acoustic;Wovon war er so angetan?;acoustic;Was war neben den Anlagen?;visual;Was hat er gerade mit dem Reiseführer gemacht?;visual;Wo hat er einen Sonnenbrand bekommen?;visual;Was zeigt die Karte?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#S2D;;;;2;;;;;;;;;;;2;2;1;1;3;3;4;4;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;acoustic;Wie lange ist es her, seit Sie sich zuletzt gesprochen haben?;visual;An welchem Tag des Monats begann die Reise?;visual;Zu welcher Tageszeit wurde das Foto aufgenommen?;visual;Was wurde ihm in der Lobby angeboten?;acoustic;Wo wollte er immer schon einmal hin?;visual;Was zeigt er?;acoustic;Was war neben den Anlagen?;visual;Was hat er gerade mit dem Reiseführer gemacht?;visual;Wo hat er einen Sonnenbrand bekommen?;acoustic;Was würde er sofort weiter empfehlen?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#S2E;;;;2;;;;;;;;;;;4;4;1;1;2;2;3;3;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;acoustic;Wie lange ist es her, seit Sie sich zuletzt gesprochen haben?;acoustic;An welchem Wochentag ist die Person ins Flugzeug gestiegen?;visual;Zu welcher Tageszeit wurde das Foto aufgenommen?;acoustic;Was wurde ihm schon in der Lobby abgenommen?;visual;Welche Farbe hat die Tapete auf dem Foto?;acoustic;Wovon war er so angetan?;acoustic;Was war neben den Anlagen?;visual;Was hat er gerade mit dem Reiseführer gemacht?;visual;Wo hat er einen Sonnenbrand bekommen?;visual;Was zeigt die Karte?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#S3A;;;;3;;;;;;;;;;;;;;;;;;;;;3;3;4;4;2;2;1;1;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;acoustic;Was wird für das Forschungsprojekt ausgeschrieben?;visual;Was zeigt er mit seinen Händen?;visual;Welche Farbe hat die gezeigte Mappe?;visual;Welche Farbe wird auf dem Handy angezeigt?;acoustic;Welchen Eindruck hat er?;acoustic;Wonach werden Bewerbungen sortiert?;acoustic;Um welchen Teil der Bewerbung geht es hier?;visual;Worauf deutet er?;visual;Was wird in die Kamera gehalten?;visual;Welche Farbe hat das Armband der Armbanduhr?;;;;;;;;;;;;;;;;;;;;
#S3B;;;;3;;;;;;;;;;;;;;;;;;;;;2;2;3;3;1;1;4;4;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;acoustic;Was wird für das Forschungsprojekt ausgeschrieben?;visual;Was zeigt er mit seinen Händen?;visual;Welche Farbe hat die gezeigte Mappe?;acoustic;In welcher Phase wollen sie alternative Konzepte entwickeln?;acoustic;Welchen Eindruck hat er?;visual;Was hält er in die Kamera?;acoustic;Um welchen Teil der Bewerbung geht es hier?;visual;Worauf deutet er?;acoustic;Was hat der Kandidat erfunden?;acoustic;Wann kommt die nächste Person für das Bewerbungsinterview?;;;;;;;;;;;;;;;;;;;;
#S3C;;;;3;;;;;;;;;;;;;;;;;;;;;3;3;4;4;2;2;1;1;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;visual;Wie lautet der Projekttitel von dem Logo?;visual;Was zeigt er mit seinen Händen?;visual;Welche Farbe hat die gezeigte Mappe?;acoustic;In welcher Phase wollen sie alternative Konzepte entwickeln?;acoustic;Welchen Eindruck hat er?;acoustic;Wonach werden Bewerbungen sortiert?;acoustic;Um welchen Teil der Bewerbung geht es hier?;visual;Worauf deutet er?;acoustic;Was hat der Kandidat erfunden?;visual;Welche Farbe hat das Armband der Armbanduhr?;;;;;;;;;;;;;;;;;;;;
#S3D;;;;3;;;;;;;;;;;;;;;;;;;;;4;4;1;1;2;2;3;3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;acoustic;Was wird für das Forschungsprojekt ausgeschrieben?;visual;Was zeigt er mit seinen Händen?;acoustic;Was wollen die Forschenden zusammentragen?;acoustic;In welcher Phase wollen sie alternative Konzepte entwickeln?;acoustic;Welchen Eindruck hat er?;visual;Was hält er in die Kamera?;acoustic;Um welchen Teil der Bewerbung geht es hier?;acoustic;Wie wirken diejenigen, die zum Gespräch eingeladen werden?;visual;Was wird in die Kamera gehalten?;visual;Welche Farbe hat das Armband der Armbanduhr?;;;;;;;;;;;;;;;;;;;;
#S3E;;;;3;;;;;;;;;;;;;;;;;;;;;4;4;3;3;2;2;1;1;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;visual;Wie lautet der Projekttitel von dem Logo?;acoustic;Wie lautet die Kernfrage des Projekts?;visual;Welche Farbe hat die gezeigte Mappe?;acoustic;In welcher Phase wollen sie alternative Konzepte entwickeln?;visual;An welches Körperteil tippt er sich?;acoustic;Wonach werden Bewerbungen sortiert?;acoustic;Um welchen Teil der Bewerbung geht es hier?;visual;Worauf deutet er?;acoustic;Was hat der Kandidat erfunden?;visual;Welche Farbe hat das Armband der Armbanduhr?;;;;;;;;;;;;;;;;;;;;
#S4A;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;4;4;3;3;1;1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;visual;Was deutet er mit seiner Geste an?;acoustic;Mit welchem Transportmittel ist er verreist?;visual;Was hält er in den Händen?;visual;Welche Farbe hat die Trinkflasche?;visual;Welche Farbe hat die Benzinflasche?;visual;Was deutet er mit seinen Händen an?;visual;Was deutet er mit seiner Geste an?;acoustic;Wie schlimm findet er regen auf der Wanderung?;visual;Welche Farbe hat die Badehose?;visual;Welchen Gegenstand hat er in der Hand?
#S4B;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;3;3;2;2;1;1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;visual;Was deutet er mit seiner Geste an?;visual;Welchen Gegenstand hält er ins Bild?;acoustic;In welchem Umfeld hat seine Reise begonnen?;acoustic;Was hat er versucht zu meiden?;visual;Welche Farbe hat die Benzinflasche?;acoustic;Was kostet eine Füllung des Kochers?;acoustic;Wie nennt er Obst mit Haferflocken?;visual;Wie viele Prozent des gezeigten Fotos sind grün?;acoustic;Wie weit ist er am Tag gelaufen?;visual;Welchen Gegenstand hat er in der Hand?
#S4C;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;4;4;2;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;acoustic;Was konnte er bei seiner Reise vergessen?;acoustic;Mit welchem Transportmittel ist er verreist?;acoustic;In welchem Umfeld hat seine Reise begonnen?;acoustic;Was hat er versucht zu meiden?;visual;Welche Farbe hat die Benzinflasche?;visual;Was deutet er mit seinen Händen an?;visual;Was deutet er mit seiner Geste an?;acoustic;Wie schlimm findet er regen auf der Wanderung?;acoustic;Wie weit ist er am Tag gelaufen?;acoustic;Wie viele andere Menschen waren auch dort?
#S4D;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;2;2;3;3;1;1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;acoustic;Was konnte er bei seiner Reise vergessen?;visual;Welchen Gegenstand hält er ins Bild?;acoustic;In welchem Umfeld hat seine Reise begonnen?;acoustic;Was hat er versucht zu meiden?;visual;Welche Farbe hat die Benzinflasche?;acoustic;Was kostet eine Füllung des Kochers?;visual;Was deutet er mit seiner Geste an?;visual;Wie viele Prozent des gezeigten Fotos sind grün?;acoustic;Wie weit ist er am Tag gelaufen?;visual;Welchen Gegenstand hat er in der Hand?
#S4E;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;2;1;1;4;4;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;visual;Was deutet er mit seiner Geste an?;acoustic;Mit welchem Transportmittel ist er verreist?;visual;Was hält er in den Händen?;visual;Welche Farbe hat die Trinkflasche?;acoustic;Wie oft muss man den Kocher auftanken?;acoustic;Was kostet eine Füllung des Kochers?;visual;Was deutet er mit seiner Geste an?;acoustic;Wie schlimm findet er regen auf der Wanderung?;visual;Welche Farbe hat die Badehose?;acoustic;Wie viele andere Menschen waren auch dort?
